"title","vote_average","vote_count","budget","movie_id","genres_type","genres_id","original_language","popularity","release_date","revenue","runtime.mins.","ROI"
"The Shawshank Redemption",85,8205,25000000,278,"Drama",18,"en",136747729,"1994-09-23",28341469,142,13.365876
"There Goes My Baby",85,2,10500000,88641,"Drama",18,"en",37073,"1994-09-02",123509,99,-98.8237238095238
"The Godfather",84,5893,6000000,238,"Drama",18,"en",143659698,"1972-03-14",245066411,175,3984.44018333333
"Fight Club",83,9413,63000000,550,"Drama",18,"en",146757391,"1999-10-15",100853753,139,60.0853222222222
"Schindler's List",83,4329,22000000,424,"Drama",18,"en",104469351,"1993-11-29",321365567,195,1360.75257727273
"Spirited Away",83,3840,15000000,129,"Fantasy",14,"ja",118968562,"2001-07-20",274925095,125,1732.83396666667
"The Godfather: Part II",83,3338,13000000,240,"Drama",18,"en",105792936,"1974-12-20",47542841,200,265.714161538462
"Pulp Fiction",83,8428,8000000,680,"Thriller",53,"en",121463076,"1994-10-08",213928762,154,2574.109525
"Whiplash",83,4254,3300000,244786,"Drama",18,"en",192528841,"2014-10-10",13092000,105,296.727272727273
"The Dark Knight",82,12002,185000000,155,"Drama",18,"en",187322927,"2008-07-16",1004558444,152,443.004564324324
"The Green Mile",82,4048,60000000,497,"Fantasy",14,"en",103698022,"1999-12-10",284600000,189,374.333333333333
"Forrest Gump",82,7927,55000000,13,"Comedy",35,"en",138133331,"1994-07-06",677945399,142,1132.62799818182
"GoodFellas",82,3128,25000000,769,"Drama",18,"en",63654244,"1990-09-12",46836394,145,87.345576
"Howl's Moving Castle",82,1991,24000000,4935,"Fantasy",14,"ja",49549984,"2004-11-19",234710455,119,877.960229166667
"The Empire Strikes Back",82,5879,18000000,1891,"Adventure",12,"en",7851783,"1980-05-17",538400000,124,2891.11111111111
"Psycho",82,2320,806948,539,"Drama",18,"en",93067866,"1960-06-16",3.2e+07,109,3865.55911905104
"Princess Mononoke",82,1983,26500000,128,"Adventure",12,"ja",60732738,"1997-07-12",159375308,134,501.416256603774
"The Visual Bible: The Gospel of John",82,12,10000000,30973,"Drama",18,"en",3208172,"2003-09-11",4069090,125,-59.3091
"American History X",82,3016,20000000,73,"Drama",18,"en",73567232,"1998-10-30",23875127,119,19.375635
"One Flew Over the Cuckoo's Nest",82,2919,3000000,510,"Drama",18,"en",127525581,"1975-11-18",108981275,133,3532.70916666667
"Seven Samurai",82,878,2000000,346,"Action",28,"ja",39756748,"1954-04-26",271841,207,-86.40795
"12 Angry Men",82,2078,350000,389,"Drama",18,"en",59259204,"1957-03-25",1e+06,96,185.714285714286
"Interstellar",81,10867,165000000,157336,"Adventure",12,"en",724247784,"2014-11-05",675120017,169,309.163646666667
"Inception",81,13752,160000000,27205,"Action",28,"en",16758371,"2010-07-14",825532764,148,415.9579775
"The Lord of the Rings: The Return of the King",81,8064,94000000,122,"Adventure",12,"en",123630332,"2003-12-01",1118888979,201,1090.30742446809
"Se7en",81,5765,33000000,807,"Crime",80,"en",79579532,"1995-09-22",327311859,127,891.854118181818
"The Silence of the Lambs",81,4443,19000000,274,"Crime",80,"en",18174804,"1991-02-01",272742922,119,1335.48906315789
"The Shining",81,3757,19000000,694,"Horror",27,"en",78699993,"1980-05-22",44017374,144,131.670389473684
"Dead Poets Society",81,2705,16400000,207,"Drama",18,"en",55458584,"1989-06-02",235860116,129,1338.17143902439
"Room",81,2757,6000000,264644,"Drama",18,"en",6611334,"2015-10-16",35401758,117,490.0293
"Star Wars",81,6624,11000000,11,"Adventure",12,"en",126393695,"1977-05-25",775398007,121,6949.07279090909
"The Usual Suspects",81,3254,6000000,629,"Drama",18,"en",64025031,"1995-07-19",23341568,106,289.026133333333
"Memento",81,4028,9000000,77,"Mystery",9648,"en",60715151,"2000-10-11",39723096,113,341.367733333333
"Once Upon a Time in the West",81,1128,5000000,335,"Western",37,"it",49333137,"1968-12-21",5321508,175,6.43016
"City of God",81,1814,3300000,598,"Drama",18,"pt",44356711,"2002-02-05",30641770,130,828.538484848485
"The Apartment",81,483,3000000,284,"Comedy",35,"en",22889294,"1960-06-15",2.5e+07,125,733.333333333333
"The Good, the Bad and the Ugly",81,2311,1200000,429,"Western",37,"it",88377076,"1966-12-23",6e+06,161,400
"Inside Out",80,6560,175000000,150540,"Drama",18,"en",128655964,"2015-06-09",857611174,94,390.063528
"The Lord of the Rings: The Fellowship of the Ring",80,8705,93000000,120,"Adventure",12,"en",138049577,"2001-12-18",871368364,178,836.955230107527
"The Lord of the Rings: The Two Towers",80,7487,79000000,121,"Adventure",12,"en",106914973,"2002-12-18",926287400,179,1072.51569620253
"The Lion King",80,5376,45000000,8587,"Family",10751,"en",90457886,"1994-06-23",788241776,89,1651.64839111111
"The Prestige",80,4391,40000000,1124,"Drama",18,"en",74440708,"2006-10-19",109676311,130,174.1907775
"The Pianist",80,1864,35000000,423,"Drama",18,"en",50587541,"2002-09-24",120072577,150,243.064505714286
"Apocalypse Now",80,2055,31500000,28,"Drama",18,"en",49973462,"1979-08-15",89460381,153,184.00120952381
"The Grand Budapest Hotel",80,4519,30000000,120467,"Comedy",35,"en",74417456,"2014-02-26",174600318,99,482.00106
"Scarface",80,2948,25000000,111,"Action",28,"en",70105981,"1983-12-08",65884703,170,163.538812
"Back to the Future",80,6079,19000000,105,"Adventure",12,"en",76603233,"1985-07-03",381109762,116,1905.84085263158
"The Imitation Game",80,5723,14000000,205596,"History",36,"en",145364591,"2014-11-14",233555708,113,1568.25505714286
"Metropolis",80,657,1620000,19,"Drama",18,"de",32351527,"1927-01-10",650422,153,-59.8504938271605
"The Work and the Glory II: American Zion",80,6,6500000,14631,"Drama",18,"en",2639106,"2005-10-21",2025032,100,-68.8456615384615
"Dolphins and Whales: Tribes of the Ocean",80,3,6000000,57612,"Documentary",99,"en",41651,"2008-02-15",7518876,42,25.3146
"It's a Wonderful Life",80,1076,3180000,1585,"Drama",18,"en",42868495,"1946-12-20",9644124,130,203.274339622642
"Oldboy",80,1945,3000000,670,"Drama",18,"ko",5676349,"2003-01-01",14980005,120,399.3335
"Some Like It Hot",80,808,2883848,239,"Comedy",35,"en",3930982,"1959-03-18",2.5e+07,122,766.897284461594
"To Kill a Mockingbird",80,657,2000000,595,"Crime",80,"en",22139842,"1962-12-25",13129846,129,556.4923
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",80,1442,1800000,935,"Drama",18,"en",41996783,"1964-01-29",9440272,95,424.459555555556
"Reservoir Dogs",80,3697,1200000,500,"Crime",80,"en",66925866,"1992-09-02",14661007,99,1121.75058333333
"Taxi Driver",80,2535,1300000,103,"Crime",80,"en",58845025,"1976-02-07",28262574,114,2074.04415384615
"On the Waterfront",80,357,910000,654,"Crime",80,"en",16015599,"1954-06-22",9600000,108,954.945054945055
"Tupac: Resurrection",80,26,300000,21525,"Music",10402,"en",1314576,"2003-01-23",7808524,112,2502.84133333333
"Guardians of the Galaxy",79,9742,170000000,118340,"Action",28,"en",481098624,"2014-07-30",773328629,121,354.899193529412
"Gladiator",79,5439,103000000,98,"Action",28,"en",95301296,"2000-05-01",457640427,155,344.311094174757
"The Wolf of Wall Street",79,6571,100000000,106646,"Crime",80,"en",95007934,"2013-12-25",392000694,180,292.000694
"The Departed",79,4339,90000000,1422,"Drama",18,"en",63429157,"2006-10-05",289847354,151,222.052615555556
"Inglourious Basterds",79,6430,70000000,16869,"Drama",18,"en",72595961,"2009-08-18",319131050,153,355.9015
"Saving Private Ryan",79,5048,70000000,857,"Drama",18,"en",76041867,"1998-07-24",481840909,169,588.344155714286
"The Matrix",79,8907,63000000,603,"Action",28,"en",104309993,"1999-03-30",463517383,136,635.741877777778
"Gone Girl",79,5862,61000000,210577,"Mystery",9648,"en",143041543,"2014-10-01",369330363,145,505.45961147541
"Prisoners",79,3085,46000000,146233,"Drama",18,"en",88496873,"2013-09-18",122126687,153,165.492797826087
"Return of the Jedi",79,4665,32350000,1892,"Adventure",12,"en",46509071,"1983-05-23",572700000,135,1670.32457496136
"Blade Runner",79,3509,28000000,78,"Science Fiction",878,"en",94056131,"1982-06-25",33139618,117,18.3557785714286
"There Will Be Blood",79,1537,25000000,7345,"Drama",18,"en",37817905,"2007-12-28",77208711,158,208.834844
"Her",79,4097,23000000,152601,"Romance",10749,"en",53682367,"2013-12-18",47351251,126,105.875004347826
"12 Years a Slave",79,3674,20000000,76203,"Drama",18,"en",959229,"2013-10-18",1.87e+08,134,835
"Eternal Sunshine of the Spotless Mind",79,3652,20000000,38,"Science Fiction",878,"en",56481487,"2004-03-19",72258126,108,261.29063
"American Beauty",79,3313,15000000,14,"Drama",18,"en",80878605,"1999-09-15",356296601,122,2275.31067333333
"Das Boot",79,613,14000000,387,"Action",28,"de",26967494,"1981-09-16",8.5e+07,149,507.142857142857
"2001: A Space Odyssey",79,2998,10500000,62,"Science Fiction",878,"en",86201184,"1968-04-10",68700000,149,554.285714285714
"Good Will Hunting",79,2811,10000000,489,"Drama",18,"en",43734886,"1997-12-05",225933435,126,2159.33435
"Alien",79,4470,11000000,348,"Horror",27,"en",94184658,"1979-05-25",104931801,117,853.925463636364
"Incendies",79,479,6800000,46738,"Drama",18,"fr",21285206,"2010-09-04",7103838,130,4.46820588235294
"The Sting",79,622,5500000,9277,"Comedy",35,"en",28500913,"1973-12-25",159616327,129,2802.11503636364
"The Elephant Man",79,719,5000000,1955,"Drama",18,"en",30271066,"1980-10-02",26010864,124,420.21728
"Dallas Buyers Club",79,2886,5000000,152532,"Drama",18,"en",59454473,"2013-09-07",55198285,117,1003.9657
"Requiem for a Dream",79,2443,4500000,641,"Crime",80,"en",11573034,"2000-10-27",7390108,102,64.2246222222222
"The Hunt",79,927,3800000,103663,"Drama",18,"da",21826888,"2012-08-28",16800000,115,342.105263157895
"The Lives of Others",79,958,2000000,582,"Drama",18,"de",34938177,"2006-03-15",7e+07,137,3400
"Mr. Smith Goes to Washington",79,241,1500000,3083,"Comedy",35,"en",122624,"1939-10-19",9600000,129,540
"Casablanca",79,1422,878000,289,"Drama",18,"en",43729123,"1942-11-26",10462500,102,1091.62870159453
"WALL·E",78,6296,180000000,10681,"Animation",16,"en",66390712,"2008-06-22",521311860,98,189.6177
"Big Hero 6",78,6135,165000000,177572,"Adventure",12,"en",20373459,"2014-10-24",652105443,102,295.21542
"Django Unchained",78,10099,100000000,68718,"Drama",18,"en",82121691,"2012-12-25",425368238,165,325.368238
"Shutter Island",78,6336,80000000,11324,"Drama",18,"en",81914696,"2010-02-18",294804195,138,268.50524375
"The Truman Show",78,4537,60000000,37165,"Comedy",35,"en",56488027,"1998-06-04",264118201,103,340.197001666667
"Casino",78,1307,52000000,524,"Drama",18,"en",4006688,"1995-11-22",116112375,178,123.293028846154
"Amélie",78,3310,10000000,194,"Comedy",35,"fr",73720244,"2001-04-25",173921954,122,1639.21954
"The Thing",78,1588,15000000,1091,"Horror",27,"en",52731379,"1982-06-25",19629760,109,30.8650666666667
"Gran Torino",78,3086,33000000,13223,"Drama",18,"en",507453,"2008-12-09",269958228,116,718.055236363636
"The Help",78,1910,25000000,50014,"Drama",18,"en",42191509,"2011-08-09",124272124,146,397.088496
"Spotlight",78,2686,20000000,314365,"Drama",18,"en",41503588,"2015-11-06",88346473,128,341.732365
"Into the Wild",78,3045,15000000,5915,"Adventure",12,"en",43644978,"2007-09-11",56255142,148,275.03428
"Amadeus",78,1076,18000000,279,"Drama",18,"en",3182675,"1984-10-26",51973029,160,188.73905
"The Deer Hunter",78,921,15000000,11778,"Drama",18,"en",19786392,"1978-12-08",5e+07,183,233.333333333333
"The Theory of Everything",78,3311,15000000,266856,"Drama",18,"en",61182331,"2014-11-26",123726688,123,724.844586666667
"Lawrence of Arabia",78,851,15000000,947,"Adventure",12,"en",41286336,"1962-12-10",69995385,216,366.6359
"The Big Lebowski",78,2926,15000000,115,"Comedy",35,"en",49230089,"1998-03-06",46189568,117,207.930453333333
"Stand by Me",78,1522,8000000,235,"Crime",80,"en",51109279,"1986-08-22",52287414,89,553.592675
"Akira",78,773,8000000,149,"Science Fiction",878,"ja",39338097,"1988-07-16",553171,124,-93.0853625
"Annie Hall",78,1010,4000000,703,"Comedy",35,"en",35892034,"1977-04-19",38251425,93,856.285625
"The Great Escape",78,717,4000000,5925,"Adventure",12,"en",35061467,"1963-06-20",11744471,172,193.611775
"The Secret in Their Eyes",78,626,2000000,25376,"Crime",80,"es",25894065,"2009-08-13",33965843,129,1598.29215
"Trainspotting",78,2655,4000000,627,"Drama",18,"en",63513324,"1996-02-23",16491080,93,312.277
"Singin' in the Rain",78,727,2540800,872,"Comedy",35,"en",36556954,"1952-04-10",7200000,103,183.375314861461
"Waltz with Bashir",78,291,2000000,8885,"Drama",18,"he",1408251,"2008-06-25",11125849,90,456.29245
"Raising Victor Vargas",78,13,800000,25461,"Drama",18,"en",3643662,"2002-05-16",2816116,88,252.0145
"Beyond the Mat",78,17,2053648,14271,"Documentary",99,"en",2778633,"1999-10-22",5e+05,102,-75.6530817355262
"Monty Python and the Holy Grail",78,1708,400000,762,"Adventure",12,"en",64782984,"1975-03-13",5028948,91,1157.237
"Children of Heaven",78,112,180000,21334,"Drama",18,"fa",7072118,"1997-08-01",9e+05,89,400
"Up",77,6870,175000000,14160,"Animation",16,"en",92201962,"2009-05-13",735099082,96,320.056618285714
"Harry Potter and the Prisoner of Azkaban",77,5877,130000000,673,"Adventure",12,"en",79679601,"2004-05-31",789804554,141,507.541964615385
"Terminator 2: Judgment Day",77,4185,100000000,280,"Action",28,"en",10174155,"1991-07-01",5.2e+08,137,420
"A Beautiful Mind",77,3009,60000000,453,"Drama",18,"en",59248437,"2001-12-11",313542341,135,422.570568333333
"Braveheart",77,3336,72000000,197,"Action",28,"en",60722162,"1995-05-24",2.1e+08,177,191.666666666667
"The Pursuit of Happyness",77,2525,55000000,1402,"Drama",18,"en",80581367,"2006-12-14",307077295,117,458.322354545455
"Kill Bill: Vol. 1",77,4949,30000000,24,"Action",28,"en",79754966,"2003-10-10",180949000,111,503.163333333333
"Catch Me If You Can",77,3795,52000000,640,"Drama",18,"en",73944049,"2002-12-25",352114312,141,577.142907692308
"V for Vendetta",77,4442,54000000,752,"Action",28,"en",84630969,"2006-03-15",132511035,132,145.390805555556
"The Sixth Sense",77,3147,40000000,745,"Mystery",9648,"en",73085576,"1999-08-06",672806292,107,1582.01573
"Rush",77,2277,38000000,96721,"Drama",18,"en",33003828,"2013-09-02",90247624,123,137.493747368421
"L.A. Confidential",77,1310,35000000,2118,"Crime",80,"en",24860326,"1997-09-19",126216940,138,260.619828571429
"Toy Story",77,5269,30000000,862,"Animation",16,"en",73640445,"1995-10-30",373554033,81,1145.18011
"Million Dollar Baby",77,2439,30000000,70,"Drama",18,"en",70456012,"2004-12-15",216763646,132,622.545486666667
"The Notebook",77,3067,29000000,11036,"Romance",10749,"en",55109138,"2004-06-25",115603229,123,298.631824137931
"Straight Outta Compton",77,1355,28000000,277216,"Drama",18,"en",6176233,"2015-08-13",201634991,147,620.124967857143
"Pride & Prejudice",77,1358,28000000,4348,"Drama",18,"en",3658383,"2005-09-16",121147947,135,332.671239285714
"No Country for Old Men",77,3003,25000000,6977,"Crime",80,"en",53645267,"2007-11-08",171600000,122,586.4
"Warrior",77,1272,25000000,59440,"Action",28,"en",51915025,"2011-09-09",23057115,140,-7.77154
"The Best Offer",77,704,13500000,152742,"Drama",18,"en",30058263,"2013-01-01",19255873,124,42.6360962962963
"Raiders of the Lost Ark",77,3854,18000000,85,"Adventure",12,"en",68159596,"1981-06-12",389925971,115,2066.25539444444
"Raging Bull",77,938,18000000,1578,"Drama",18,"en",35524457,"1980-11-14",2.3e+07,129,27.7777777777778
"Aliens",77,3220,18500000,679,"Horror",27,"en",6766094,"1986-07-18",183316455,137,890.899756756757
"Hachi: A Dog's Tale",77,1717,16000000,28178,"Drama",18,"en",43217089,"2009-06-13",47801389,93,198.75868125
"The Color Purple",77,338,15000000,873,"Drama",18,"en",17571533,"1985-12-18",146292009,154,875.28006
"Unforgiven",77,1113,14000000,33,"Western",37,"en",37380435,"1992-08-07",159157447,1310,1036.83890714286
"Downfall",77,1037,18339750,613,"Drama",18,"de",32445895,"2004-09-08",92180910,156,402.629043471149
"The Perks of Being a Wallflower",77,2968,13000000,84892,"Drama",18,"en",43444135,"2012-09-20",33400000,102,156.923076923077
"The Boy in the Striped Pyjamas",77,1451,12500000,14574,"War",10752,"en",34821223,"2008-05-07",20416563,94,63.332504
"Snatch",77,2912,10000000,107,"Thriller",53,"en",53595686,"2000-09-01",83557872,103,735.57872
"Barry Lyndon",77,505,11000000,3175,"Drama",18,"en",29543331,"1975-12-18",2e+07,184,81.8181818181818
"My Name Is Khan",77,232,12000000,26022,"Drama",18,"en",14719886,"2010-02-12",42345360,145,252.878
"Donnie Darko",77,3452,6000000,141,"Fantasy",14,"en",61210016,"2001-01-18",1270522,113,-78.8246333333333
"Network",77,381,3800000,10774,"Drama",18,"en",17234745,"1976-11-01",23689877,121,523.417815789474
"Gone with the Wind",77,970,4000000,770,"Drama",18,"en",4898255,"1939-12-15",400176459,238,9904.411475
"The Bridge on the River Kwai",77,542,3000000,826,"Drama",18,"en",23109959,"1957-10-02",33300000,161,1010
"Young Frankenstein",77,854,2800000,3034,"Comedy",35,"en",36444894,"1974-12-15",86273333,106,2981.19046428571
"Before Sunrise",77,959,2500000,76,"Drama",18,"en",23672571,"1995-01-27",5535405,105,121.4162
"Inside Job",77,286,2000000,44639,"Documentary",99,"en",16930914,"2010-10-08",7871522,109,293.5761
"Rebecca",77,336,1288000,223,"Drama",18,"en",18426825,"1940-04-12",6e+06,130,365.83850931677
"Hoop Dreams",77,87,700000,14275,"Documentary",99,"en",9188431,"1994-09-12",7830611,171,1018.65871428571
"It Happened One Night",77,275,325000,3078,"Comedy",35,"en",11871424,"1934-02-22",4500000,105,1284.61538461538
"The Dark Knight Rises",76,9106,250000000,49026,"Action",28,"en",11231295,"2012-07-16",1084939099,165,333.9756396
"The Hobbit: The Desolation of Smaug",76,4524,250000000,57158,"Adventure",12,"en",94370564,"2013-12-11",958400000,161,283.36
"Toy Story 3",76,4597,200000000,10193,"Animation",16,"en",59995418,"2010-06-16",1066969703,103,433.4848515
"Edge of Tomorrow",76,4858,178000000,137113,"Action",28,"en",79456485,"2014-05-27",370541256,113,108.16924494382
"Captain America: The Winter Soldier",76,5764,170000000,100402,"Action",28,"en",72225265,"2014-03-20",714766572,136,320.450924705882
"How to Train Your Dragon 2",76,3106,145000000,82702,"Fantasy",14,"en",10021391,"2014-06-12",609123048,102,320.084860689655
"The Martian",76,7268,108000000,286217,"Drama",18,"en",16793287,"2015-09-30",630161890,141,483.483231481481
"Finding Nemo",76,6122,94000000,12,"Animation",16,"en",85688789,"2003-05-30",940335536,100,900.356953191489
"Mulan",76,2008,90000000,10674,"Animation",16,"en",67427755,"1998-06-18",304320254,88,238.133615555556
"The Little Prince",76,756,64000000,309809,"Adventure",12,"en",35384423,"2015-07-29",97571250,92,52.455078125
"Big Fish",76,1994,70000000,587,"Adventure",12,"en",46199482,"2003-12-25",122919055,125,75.59865
"Jurassic Park",76,4856,63000000,329,"Adventure",12,"en",40413191,"1993-06-11",920100000,127,1360.47619047619
"The Hateful Eight",76,4274,44000000,273248,"Crime",80,"en",68717016,"2015-12-25",155760117,167,254.000265909091
"Captain Phillips",76,2454,55000000,109424,"Action",28,"en",52786917,"2013-10-10",9.5e+07,134,72.7272727272727
"Kill Bill: Vol. 2",76,3948,30000000,393,"Action",28,"en",50622607,"2004-04-16",152159461,136,407.198203333333
"The Iron Giant",76,1436,70000000,10386,"Adventure",12,"en",61245957,"1999-08-06",23159305,86,-66.9152785714286
"Indiana Jones and the Last Crusade",76,3152,48000000,89,"Adventure",12,"en",80972475,"1989-05-24",474171806,127,887.857929166667
"Mystic River",76,1422,25000000,322,"Thriller",53,"en",31242999,"2003-10-07",156822020,138,527.28808
"Rain Man",76,1709,25000000,380,"Drama",18,"en",49510658,"1988-12-11",412800000,133,1551.2
"The Untouchables",76,1384,25000000,117,"Crime",80,"en",38272889,"1987-06-02",76270454,119,205.081816
"Me Before You",76,2562,20000000,296096,"Drama",18,"en",53161905,"2016-06-02",207945075,110,939.725375
"Dances with Wolves",76,1046,22000000,581,"Adventure",12,"en",45707835,"1990-11-09",424208848,181,1828.22203636364
"Moonrise Kingdom",76,1662,16000000,83666,"Comedy",35,"en",41083914,"2012-05-16",68263166,94,326.6447875
"Pan's Labyrinth",76,3041,19000000,1417,"Fantasy",14,"es",90809408,"2006-05-27",83258226,118,338.201189473684
"Philadelphia",76,988,26000000,9800,"Drama",18,"en",44301745,"1993-12-22",206678440,125,694.917076923077
"The King's Speech",76,2752,15000000,45269,"Drama",18,"en",54053576,"2010-09-06",414211549,118,2661.41032666667
"The Princess Bride",76,1486,16000000,2493,"Adventure",12,"en",44533612,"1987-09-18",30857814,98,92.8613375
"Mulholland Drive",76,1477,15000000,1018,"Thriller",53,"en",3160985,"2001-05-16",20117339,147,34.1155933333333
"Slumdog Millionaire",76,2827,15000000,12405,"Drama",18,"en",59258969,"2008-05-12",377910544,1200,2419.40362666667
"Ex Machina",76,4737,15000000,264660,"Drama",18,"en",95130041,"2015-01-21",36869414,108,145.796093333333
"Dancer in the Dark",76,377,12800000,16,"Drama",18,"en",22022228,"2000-05-17",40031879,140,212.7490546875
"Ernest & Celestine",76,142,12516654,126319,"Animation",16,"fr",11103202,"2012-12-12",8109160,78,-35.2130369665887
"The Fault in Our Stars",76,3759,12000000,222935,"Romance",10749,"en",74358971,"2014-05-16",307166834,125,2459.72361666667
"City of Life and Death",76,55,12000000,21345,"Drama",18,"zh",4793348,"2009-04-22",10652498,132,-11.2291833333333
"Nightcrawler",76,3395,8500000,242582,"Crime",80,"en",89095538,"2014-10-23",38697217,117,355.261376470588
"The Wild Bunch",76,259,6244087,576,"Adventure",12,"en",14970654,"1969-06-17",638641,145,-89.772067557675
"Do the Right Thing",76,292,6500000,925,"Drama",18,"en",15580335,"1989-06-30",37295445,120,473.776076923077
"Moon",76,1794,5000000,17431,"Science Fiction",878,"en",46114184,"2009-06-12",9760104,97,95.20208
"Evil Dead II",76,742,3600000,765,"Horror",27,"en",35674774,"1987-03-13",5923044,84,64.529
"Cat on a Hot Tin Roof",76,165,3000000,261,"Drama",18,"en",16553594,"1958-02-17",17570324,108,485.677466666667
"Judgment at Nuremberg",76,155,3000000,821,"Drama",18,"en",13338539,"1961-12-01",1e+07,186,233.333333333333
"Central Station",76,126,2900000,666,"Drama",18,"pt",5928937,"1998-01-16",5596708,113,92.9899310344828
"Riding Giants",76,23,2600000,291,"Documentary",99,"en",895946,"2004-07-09",3166000,105,21.7692307692308
"The Best Years of Our Lives",76,143,2100000,887,"Drama",18,"en",838717,"1946-12-25",23650000,172,1026.19047619048
"The Hustler",76,240,2000000,990,"Drama",18,"en",17639478,"1961-09-25",7600000,134,280
"Before Sunset",76,718,2700000,80,"Drama",18,"en",14799323,"2004-02-10",15992615,80,492.319074074074
"Amores perros",76,521,2000000,55,"Drama",18,"es",23281616,"2000-06-16",20908467,154,945.42335
"A Streetcar Named Desire",76,281,1800000,702,"Drama",18,"en",14884756,"1951-09-18",8e+06,125,344.444444444444
"High Noon",76,334,730000,288,"Western",37,"en",18644023,"1952-03-27",8e+06,85,995.890410958904
"A Fistful of Dollars",76,883,200000,391,"Western",37,"it",38771062,"1964-09-12",14500000,99,7150
"Titanic",75,7562,200000000,597,"Drama",18,"en",100025899,"1997-11-18",1845034188,194,822.517094
"X-Men: Days of Future Past",75,6032,250000000,127585,"Action",28,"en",118078691,"2014-05-15",747862775,131,199.14511
"How to Train Your Dragon",75,4227,165000000,10191,"Fantasy",14,"en",67263269,"2010-03-05",494878759,98,199.926520606061
"Harry Potter and the Goblet of Fire",75,5608,150000000,674,"Adventure",12,"en",101250416,"2005-11-05",895921036,157,497.280690666667
"Ratatouille",75,4369,150000000,2062,"Animation",16,"en",65677399,"2007-06-22",623722818,111,315.815212
"Batman Begins",75,7359,150000000,272,"Action",28,"en",115040024,"2005-06-10",374218673,140,149.479115333333
"Harry Potter and the Philosopher's Stone",75,7006,125000000,671,"Adventure",12,"en",109984351,"2001-11-16",976475550,152,681.18044
"Pirates of the Caribbean: The Curse of the Black Pearl",75,6985,140000000,22,"Adventure",12,"en",271972889,"2003-07-09",655011224,143,367.86516
"Monsters, Inc.",75,5996,115000000,585,"Animation",16,"en",106815545,"2001-11-01",562816256,92,389.40544
"Cast Away",75,3218,90000000,8358,"Adventure",12,"en",57739713,"2000-12-22",429632142,143,377.369046666667
"The Lego Movie",75,3070,60000000,137106,"Adventure",12,"en",59547928,"2014-02-06",469160692,100,681.934486666667
"Seven Pounds",75,2039,55000000,11321,"Drama",18,"en",41472404,"2008-12-18",168167691,123,205.759438181818
"The Game",75,1506,50000000,2649,"Drama",18,"en",62925175,"1997-09-12",109423648,129,118.847296
"JFK",75,502,40000000,820,"Drama",18,"en",2682041,"1991-12-20",205405498,189,413.513745
"Fantastic Mr. Fox",75,1176,40000000,10315,"Adventure",12,"en",41258956,"2009-10-23",46471023,87,16.1775575
"Baahubali: The Beginning",75,135,40000000,256040,"Action",28,"te",16254032,"2015-07-10",1e+08,159,150
"Magnolia",75,825,37000000,334,"Drama",18,"en",30993736,"1999-12-08",48451803,188,30.9508189189189
"Gattaca",75,1808,36000000,782,"Thriller",53,"en",70398356,"1997-09-07",12532777,106,-65.1867305555556
"Ponyo",75,926,41677699,12429,"Animation",16,"ja",3958676,"2008-07-19",187479518,100,349.831738551593
"Die Hard",75,3948,28000000,562,"Action",28,"en",66169628,"1988-07-15",140767956,131,402.7427
"The Blues Brothers",75,1065,27000000,525,"Music",10402,"en",44714264,"1980-06-17",115229890,133,326.77737037037
"Freedom Writers",75,356,21000000,1646,"Crime",80,"en",17746981,"2007-01-05",41170784,123,96.0513523809524
"Edward Scissorhands",75,3601,20000000,162,"Fantasy",14,"en",4751363,"1990-12-05",5.3e+07,105,165
"Hotel Rwanda",75,793,17500000,205,"Drama",18,"en",2860542,"2004-09-11",3.8e+07,121,117.142857142857
"The Remains of the Day",75,202,11500000,1245,"Drama",18,"en",15355589,"1993-11-05",23237911,134,102.068791304348
"Boogie Nights",75,796,15000000,4995,"Drama",18,"en",1985579,"1997-09-11",43101594,155,187.34396
"Brokeback Mountain",75,1480,14000000,142,"Drama",18,"en",44135568,"2005-09-02",178043761,134,1171.74115
"True Romance",75,749,12500000,319,"Action",28,"en",35268557,"1993-09-09",12281551,120,-1.747592
"Glengarry Glen Ross",75,323,12500000,9504,"Crime",80,"en",13939054,"1992-09-15",10725228,100,-14.198176
"The Exorcist",75,2005,8000000,9552,"Drama",18,"en",47584643,"1973-12-26",441306145,122,5416.3268125
"Jaws",75,2542,7000000,578,"Horror",27,"en",50152327,"1975-06-18",470654000,124,6623.62857142857
"A Walk to Remember",75,1018,11000000,10229,"Drama",18,"en",33283554,"2002-01-25",41227069,101,274.791536363636
"What's Eating Gilbert Grape",75,919,11000000,1587,"Romance",10749,"en",33282794,"1993-12-17",3e+07,118,172.727272727273
"Rushmore",75,676,9000000,11545,"Comedy",35,"en",18289303,"1998-09-17",17096053,93,89.9561444444444
"Amour",75,400,8900000,86837,"Drama",18,"fr",17151293,"2012-07-01",19839492,127,122.915640449438
"Little Miss Sunshine",75,1686,8000000,773,"Comedy",35,"en",14793177,"2006-07-26",100523181,102,1156.5397625
"The Wave",75,841,7500000,7735,"Drama",18,"de",25281197,"2008-03-11",1.9e+07,107,153.333333333333
"Platoon",75,1205,6000000,792,"Drama",18,"en",49802914,"1986-12-18",138530565,120,2208.84275
"Instructions Not Included",75,205,5500000,211954,"Comedy",35,"es",959729,"2013-07-20",99067206,115,1701.22192727273
