"title","vote_average","vote_count","budget","movie_id","genres_type","genres_id","original_language","popularity","release_date","revenue","runtime.mins.","ROI"
"Black Book",72,277,21000000,9075,"Drama",18,"nl",13906611,"2006-09-01",26193068,145,24.7288952380952
"Joyeux Noël",72,212,22000000,11661,"Romance",10749,"fr",13960945,"2005-11-09",17709155,116,-19.5038409090909
"Close Encounters of the Third Kind",72,1098,20000000,840,"Science Fiction",878,"en",52456505,"1977-11-16",303788635,135,1418.943175
"Kung Fu Hustle",72,831,20000000,9470,"Action",28,"cn",13658985,"2004-02-10",100914445,99,404.572225
"21 Grams",72,918,20000000,470,"Drama",18,"en",32243357,"2003-09-06",60427839,124,202.139195
"Fear and Loathing in Las Vegas",72,1301,18500000,1878,"Adventure",12,"en",44511363,"1998-05-22",10680275,118,-42.2687837837838
"Sense and Sensibility",72,352,16500000,4584,"Drama",18,"en",20898711,"1995-12-13",1.35e+08,136,718.181818181818
"Enter the Void",72,387,13000000,34647,"Fantasy",14,"en",2039955,"2009-05-05",754249,161,-94.1980846153846
"Crouching Tiger, Hidden Dragon",72,927,17000000,146,"Adventure",12,"zh",45742254,"2000-10-01",213525736,120,1156.03374117647
"Coal Miner's Daughter",72,67,15000000,16769,"Drama",18,"en",3826685,"1980-03-07",67182787,125,347.885246666667
"End of Watch",72,1170,7000000,77016,"Crime",80,"en",49517264,"2012-09-20",48126384,109,587.519771428571
"The Hurt Locker",72,1840,15000000,12162,"Drama",18,"en",47006162,"2008-10-10",4.2e+07,131,180
"Kiss Kiss Bang Bang",72,886,15000000,5236,"Action",28,"en",32690038,"2005-09-05",15785148,103,5.23432
"Sarah's Key",72,196,10000000,53457,"Drama",18,"fr",10072199,"2010-09-16",17511906,1110,75.11906
"The Sea Inside",72,219,12806000,1913,"Drama",18,"es",17363739,"2004-09-03",38535221,125,200.915359987506
"Letters from Iwo Jima",72,541,19000000,1251,"Action",28,"en",2447248,"2006-12-19",68673228,141,261.438042105263
"The Fighter",72,1486,25000000,45317,"Drama",18,"en",31019381,"2010-12-17",93617009,116,274.468036
"Brooklyn",72,1213,11000000,167073,"Drama",18,"en",39337949,"2015-10-20",62076141,111,464.328554545454
"Inside Llewyn Davis",72,834,11000000,86829,"Drama",18,"en",36319205,"2013-10-06",32935319,105,199.411990909091
"The Longest Day",72,234,10000000,9289,"Action",28,"en",19524972,"1962-09-25",50100000,178,401
"Crash",72,1149,6500000,1640,"Drama",18,"en",28223163,"2004-01-13",98410061,112,1414.00093846154
"The Texas Chain Saw Massacre",72,590,85000,30497,"Horror",27,"en",29262427,"1974-10-01",30859000,83,36204.7058823529
"Yeh Jawaani Hai Deewani",72,79,7700000,185008,"Romance",10749,"hi",3353176,"2013-05-31",4.6e+07,159,497.402597402597
"Escape from Alcatraz",72,561,8000000,10734,"Crime",80,"en",26356697,"1979-06-22",4.3e+07,111,437.5
"(500) Days of Summer",72,2904,7500000,19913,"Comedy",35,"en",45610993,"2009-07-17",60722734,95,709.636453333333
"Dope",72,691,700000,308639,"Crime",80,"en",29761163,"2015-06-19",17986781,103,2469.54014285714
"The Boondock Saints",72,837,6000000,8374,"Action",28,"en",34917447,"1999-01-22",30471,108,-99.49215
"Grease",72,1581,6000000,621,"Romance",10749,"en",67608041,"1978-07-07",181813770,110,2930.2295
"The Train",72,72,5800000,3482,"Action",28,"en",449029,"1964-09-21",6800000,133,17.2413793103448
"Rang De Basanti",72,97,2200000,7913,"Drama",18,"hi",5206967,"2006-01-26",11502151,157,422.825045454545
"Pat Garrett & Billy the Kid",72,65,4638783,11577,"Western",37,"en",4495256,"1973-05-23",1.1e+07,106,137.13116134124
"25th Hour",72,629,15000000,1429,"Crime",80,"en",30196039,"2002-12-16",13060843,135,-12.9277133333333
"Menace II Society",72,173,3500000,9516,"Drama",18,"en",3418871,"1993-05-26",27900000,97,697.142857142857
"Goldfinger",72,987,2500000,658,"Adventure",12,"en",47812466,"1964-09-17",124881062,110,4895.24248
"Blazing Saddles",72,609,2600000,11072,"Western",37,"en",22793929,"1974-02-07",119500000,93,4496.15384615385
"Fantasia",72,808,2280000,756,"Animation",16,"en",32875469,"1940-11-13",83320000,124,3554.38596491228
"Boys Don't Cry",72,353,2000000,226,"Crime",80,"en",15557144,"1999-09-02",11540607,118,477.03035
"No End in Sight",72,23,2000000,12901,"Documentary",99,"en",2283796,"2007-07-27",1431623,102,-28.41885
"Run Lola Run",72,664,1530000,104,"Action",28,"de",2736562,"1998-08-20",7267585,81,375.005555555556
"You Can't Take It With You",72,79,1644736,34106,"Comedy",35,"en",3426314,"1938-08-23",7433101,126,351.932772189579
"From Here to Eternity",72,133,1650000,11426,"War",10752,"en",6915201,"1953-08-04",30500000,118,1748.48484848485
"Saw",72,2184,1200000,176,"Horror",27,"en",63655973,"2004-10-01",103911669,103,8559.30575
"Who Killed the Electric Car?",72,59,1000000,13508,"Documentary",99,"en",5323184,"2006-08-04",1678874,92,67.8874
"The Hobbit: The Battle of the Five Armies",71,4760,250000000,122917,"Action",28,"en",120965743,"2014-12-10",956019788,144,282.4079152
"Captain America: Civil War",71,7241,250000000,271110,"Adventure",12,"en",198372395,"2016-04-27",1153304495,147,361.321798
"Wreck-It Ralph",71,4570,165000000,82690,"Family",10751,"en",62341073,"2012-11-01",471222889,108,185.58962969697
"X-Men: First Class",71,5181,160000000,49538,"Action",28,"en",3195174,"2011-05-24",353624124,132,121.0150775
"Mission: Impossible - Rogue Nation",71,3224,150000000,177677,"Action",28,"en",114522237,"2015-07-23",682330139,131,354.886759333333
"Rise of the Guardians",71,1922,145000000,81188,"Fantasy",14,"en",61788035,"2012-11-21",306941670,97,111.683910344828
"Fast Five",71,2438,125000000,51497,"Action",28,"en",7255718,"2011-04-20",626137675,130,400.91014
"Total Recall",71,1710,65000000,861,"Action",28,"en",43129703,"1990-06-01",261317921,113,302.027570769231
"Star Wars: Episode III - Revenge of the Sith",71,4116,113000000,1895,"Science Fiction",878,"en",44108427,"2005-05-17",8.5e+08,140,652.212389380531
"Minority Report",71,2608,102000000,180,"Action",28,"en",65948959,"2002-06-20",358372926,145,251.346005882353
"The Spanish Prisoner",71,73,10000000,29193,"Crime",80,"en",3091077,"1997-09-08",13835130,110,38.3513
"Gangs of New York",71,1910,100000000,3131,"Drama",18,"en",46160048,"2002-12-14",193772504,167,93.772504
"The Flowers of War",71,187,94000000,76758,"Drama",18,"zh",12516546,"2011-12-15",95311434,145,1.39514255319149
"Lilo & Stitch",71,1314,80000000,11544,"Animation",16,"en",55659988,"2002-06-21",145771527,85,82.21440875
"The Man from U.N.C.L.E.",71,2265,75000000,203801,"Comedy",35,"en",48744209,"2015-08-13",108145109,116,44.1934786666667
"The Abyss",71,808,70000000,2756,"Adventure",12,"en",24961625,"1989-08-09",90000098,139,28.5715685714286
"Stardust",71,1184,70000000,2270,"Adventure",12,"en",48032734,"2007-08-09",135560026,127,93.65718
"Despicable Me",71,6478,69000000,20352,"Animation",16,"en",113858273,"2010-07-08",543513985,95,687.701427536232
"Ice Age",71,3857,59000000,425,"Animation",16,"en",99561972,"2002-03-10",383257136,81,549.588366101695
"Les Misérables",71,1884,61000000,82695,"Drama",18,"en",48356214,"2012-12-18",441809770,157,624.27831147541
"Eyes Wide Shut",71,1234,65000000,345,"Mystery",9648,"en",27870312,"1999-07-14",162091208,159,149.371089230769
"Perfume: The Story of a Murderer",71,1165,50000000,1427,"Crime",80,"en",42551902,"2006-09-13",132180323,147,164.360646
"The Equalizer",71,2954,55000000,156022,"Thriller",53,"en",79922059,"2014-09-24",192330738,132,249.692250909091
"The Godfather: Part III",71,1546,54000000,242,"Crime",80,"en",59194915,"1990-12-24",136766062,162,153.270485185185
"Erin Brockovich",71,716,52000000,462,"Drama",18,"en",30347332,"2000-03-17",256271286,131,392.829396153846
"The Life Aquatic with Steve Zissou",71,775,50000000,421,"Adventure",12,"en",25237969,"2004-12-10",34808403,119,-30.383194
"K-PAX",71,695,48000000,167,"Drama",18,"en",30920075,"2001-10-22",50315140,120,4.82320833333333
"Nixon",71,71,44000000,10858,"History",36,"en",3770161,"1995-12-22",13681765,192,-68.9050795454546
"Argo",71,3423,44500000,68734,"Drama",18,"en",6201056,"2012-10-11",232324128,120,422.076692134831
"The Social Network",71,3391,40000000,37799,"Drama",18,"en",6927822,"2010-09-30",224920315,120,462.3007875
"Back to the Future Part III",71,2900,40000000,196,"Adventure",12,"en",45769562,"1990-05-25",244527583,118,511.3189575
"Dracula",71,1056,40000000,6114,"Romance",10749,"en",45022964,"1992-11-13",215862692,128,439.65673
"The Intern",71,1881,35000000,257211,"Comedy",35,"en",53114573,"2015-09-24",194564672,121,455.899062857143
"The Last of the Mohicans",71,732,40000000,9361,"Action",28,"en",37776566,"1992-09-25",75505856,112,88.76464
"Red Cliff",71,205,80341000,12289,"Adventure",12,"zh",148375,"2008-07-10",127814609,150,59.0901395302523
"The Express",71,71,40000000,14325,"Drama",18,"en",387823,"2008-10-10",9793496,130,-75.51626
"Reds",71,67,32000000,18254,"Drama",18,"en",4602185,"1981-12-25",40382659,195,26.195809375
"A Few Good Men",71,877,40000000,881,"Drama",18,"en",40379966,"1992-12-11",243240178,138,508.100445
"Source Code",71,2699,32000000,45612,"Thriller",53,"en",5919888,"2011-03-30",147332697,93,360.414678125
"Cats Don't Dance",71,24,32000000,24662,"Animation",16,"en",4098444,"1997-03-26",3566637,75,-88.854259375
"Stranger Than Fiction",71,721,30000000,1262,"Comedy",35,"en",3226789,"2006-09-09",53653224,113,78.84408
"Indiana Jones and the Temple of Doom",71,2781,28000000,87,"Adventure",12,"en",66976776,"1984-05-23",3.33e+08,118,1089.28571428571
"Identity",71,1061,30000000,2832,"Mystery",9648,"en",45915165,"2003-04-25",90259536,90,200.86512
"Kick-Ass",71,4645,28000000,23483,"Action",28,"en",45054936,"2010-03-22",96188903,117,243.531796428571
"My Sister's Keeper",71,598,30000000,10024,"Drama",18,"en",2409152,"2009-06-26",95714875,109,219.049583333333
"August Rush",71,797,25000000,5123,"Drama",18,"en",29533437,"2007-11-21",66122026,114,164.488104
"Elizabeth",71,334,30000000,4518,"Drama",18,"en",14179538,"1998-09-13",82150642,124,173.835473333333
"Big Trouble in Little China",71,705,25000000,6978,"Action",28,"en",29796394,"1986-05-30",1.1e+07,99,-56
"Little White Lies",71,380,25000000,48034,"Comedy",35,"fr",15279021,"2010-10-20",48531470,154,94.12588
"Milk",71,612,20000000,10139,"History",36,"en",30909699,"2008-11-26",54586584,128,172.93292
"Nerve",71,2181,20000000,328387,"Mystery",9648,"en",62933899,"2016-07-27",83707310,96,318.53655
"Reign Over Me",71,334,20000000,2355,"Drama",18,"en",2082778,"2007-03-23",22222308,124,11.11154
"The Proposition",71,218,2000000,16608,"Action",28,"en",14617944,"2005-10-06",5048693,104,152.43465
"The Illusionist",71,1615,40000000,1491,"Fantasy",14,"en",36960953,"2006-08-18",86915017,110,117.2875425
"Home Alone",71,2414,18000000,771,"Comedy",35,"en",2186927,"1990-11-09",476684675,103,2548.24819444444
"National Lampoon's Vacation",71,410,15000000,11153,"Comedy",35,"en",22838834,"1983-07-28",61399552,98,309.330346666667
"Beetlejuice",71,1444,15000000,4011,"Fantasy",14,"en",58553213,"1988-02-29",73326666,92,388.84444
"Good Morning, Vietnam",71,642,13000000,801,"Comedy",35,"en",18362333,"1987-12-23",123922370,121,853.249
"St. Vincent",71,763,13000000,239563,"Comedy",35,"en",43791745,"2014-10-09",54837234,102,321.824876923077
"Quest for Fire",71,109,12000000,62204,"Adventure",12,"xx",6537986,"1981-12-15",55260558,100,360.50465
"Lars and the Real Girl",71,509,12000000,6615,"Comedy",35,"en",15817096,"2007-10-12",11293663,106,-5.88614166666667
"Trading Places",71,738,40600000,1621,"Comedy",35,"en",34022209,"1983-06-07",90400000,116,122.660098522167
"The Wind That Shakes the Barley",71,154,6500000,1116,"Drama",18,"en",6787967,"2006-05-18",22889018,124,252.138738461538
"28 Days Later",71,1777,5000000,170,"Horror",27,"en",45490374,"2002-10-31",82719885,113,1554.3977
"Thank You for Smoking",71,664,6500000,9388,"Comedy",35,"en",2901153,"2005-09-05",24793509,92,281.4386
"The Piano",71,281,7000000,713,"Drama",18,"en",17681707,"1993-05-19",116700000,121,1567.14285714286
"Freeheld",71,164,7000000,306745,"Romance",10749,"en",8184588,"2015-10-02",573335,103,-91.8095
"The Messenger",71,119,6500000,28089,"Drama",18,"en",8432401,"2009-11-13",1521261,113,-76.5959846153846
"The Wood",71,34,6000000,16158,"Comedy",35,"en",5537646,"1999-07-16",25059640,106,317.660666666667
"The Virgin Suicides",71,817,6000000,1443,"Drama",18,"en",26218912,"1999-04-21",10409377,97,73.4896166666667
"Videodrome",71,454,5952000,837,"Horror",27,"en",18119265,"1983-02-04",2120439,87,-64.3743447580645
"The Way Way Back",71,688,4600000,147773,"Comedy",35,"en",3214444,"2013-06-06",23198652,103,404.31852173913
"Race",71,478,5000000,323677,"Action",28,"en",229951,"2016-02-19",24804129,134,396.08258
"Soul Kitchen",71,116,5000000,31175,"Drama",18,"de",5461487,"2009-09-09",17872796,99,257.45592
"Take Shelter",71,471,5000000,64720,"Thriller",53,"en",19807295,"2011-11-25",3099314,120,-38.01372
"Whale Rider",71,111,8000000,1088,"Drama",18,"en",12439495,"2003-01-30",41400000,101,417.5
"Leaving Las Vegas",71,360,3600000,451,"Drama",18,"en",22030517,"1995-10-27",49800000,112,1283.33333333333
"They Live",71,550,4000000,8337,"Action",28,"en",29852608,"1988-11-23",13008928,94,225.2232
"Mondays in the Sun",71,36,4000000,54580,"Drama",18,"es",3663108,"2002-09-27",146402,113,-96.33995
"Airplane!",71,1074,3500000,813,"Comedy",35,"en",46116885,"1980-07-02",83453539,88,2284.38682857143
"Frenzy",71,158,3500000,573,"Crime",80,"en",10219942,"1972-05-25",12600000,116,260
"Point Blank",71,95,2500000,26039,"Action",28,"en",5164423,"1967-08-30",3200000,92,28
"Ida",71,260,2159280,209274,"Drama",18,"pl",13265432,"2013-10-25",10700000,80,395.535548886666
"Garden State",71,618,2500000,401,"Comedy",35,"en",30583959,"2004-07-28",26781723,102,971.26892
"Eye of the Dolphin",71,7,2500000,46849,"Drama",18,"en",301884,"2007-08-24",71904,100,-97.12384
"[REC]",71,934,1500000,8329,"Horror",27,"es",31691617,"2007-04-10",30448000,78,1929.86666666667
"It's All Gone Pete Tong",71,52,2000000,12109,"Drama",18,"en",3911445,"2004-09-12",120620,90,-93.969
"She Wore a Yellow Ribbon",71,61,1600000,13909,"Western",37,"en",8535178,"1949-10-22",5400000,103,237.5
"Buffalo '66",71,166,1500000,9464,"Romance",10749,"en",10009994,"1998-01-20",2375097,110,58.3398
"Woodstock",71,66,600000,9459,"History",36,"en",3409764,"1970-03-26",34505110,225,5650.85166666667
"Pi",71,586,60000,473,"Mystery",9648,"en",27788067,"1998-07-10",3221152,84,5268.58666666667
"Pirates of the Caribbean: Dead Man's Chest",70,5246,200000000,58,"Adventure",12,"en",145847379,"2006-06-20",1065659812,151,432.829906
"Monsters University",70,3528,200000000,62211,"Animation",16,"en",89186492,"2013-06-20",743559607,104,271.7798035
"Hugo",70,2141,170000000,44826,"Adventure",12,"en",32319043,"2011-11-22",185770160,126,9.27656470588235
"Maleficent",70,4496,180000000,102651,"Fantasy",14,"en",110620647,"2014-05-28",758539785,97,321.410991666667
"The Hobbit: An Unexpected Journey",70,8297,250000000,49051,"Adventure",12,"en",108849621,"2012-11-26",1021103568,169,308.4414272
"Watchmen",70,2811,130000000,13183,"Action",28,"en",64798873,"2009-03-05",185258983,163,42.50691
"Ant-Man",70,5880,130000000,102899,"Science Fiction",878,"en",12009361,"2015-07-14",519311965,117,299.470742307692
"Sherlock Holmes: A Game of Shadows",70,3886,125000000,58574,"Adventure",12,"en",81499621,"2011-11-22",334615000,129,167.692
"The Aviator",70,1489,116000000,2567,"Drama",18,"en",45616098,"2004-12-17",1.02e+08,170,-12.0689655172414
"The Road to El Dorado",70,858,95000000,10501,"Adventure",12,"en",37054554,"2000-03-31",76432727,89,-19.5444978947368
"Rise of the Planet of the Apes",70,4347,93000000,61791,"Thriller",53,"en",138433168,"2011-08-03",482860185,105,419.2045
"The Secret Life of Walter Mitty",70,3144,90000000,116745,"Adventure",12,"en",43348022,"2013-12-18",188133322,114,109.037024444444
"Sherlock Holmes",70,5766,90000000,10528,"Action",28,"en",57834787,"2009-12-23",524028679,128,482.254087777778
"Fantasia 2000",70,292,80000000,49948,"Animation",16,"en",14530946,"1999-12-17",90874570,74,13.5932125
"Despicable Me 2",70,4637,76000000,93456,"Animation",16,"en",136886704,"2013-06-25",970761885,98,1177.31826973684
"The Terminal",70,1910,60000000,594,"Comedy",35,"en",57753914,"2004-06-17",219417255,128,265.695425
"War Horse",70,992,66000000,57212,"Drama",18,"en",29505574,"2011-12-25",177584879,146,169.067998484848
"Seven Years in Tibet",70,630,70000000,978,"Adventure",12,"en",1692991,"1997-09-12",131457682,136,87.7966885714286
"300",70,4997,65000000,1271,"Action",28,"en",65197968,"2006-12-09",422610419,117,550.169875384615
"Collateral",70,1451,65000000,1538,"Drama",18,"en",44815022,"2004-08-04",217764291,120,235.021986153846
"Invictus",70,1125,60000000,22954,"Drama",18,"en",2385119,"2009-12-10",122233971,134,103.723285
"The Last Castle",70,285,72000000,2100,"Action",28,"en",15433244,"2001-10-19",27642707,131,-61.6073513888889
"Crimson Tide",70,498,53000000,8963,"Action",28,"en",20334629,"1995-05-12",157387195,116,196.956971698113
"Paddington",70,883,55000000,116149,"Family",10751,"en",39882276,"2014-11-27",259207227,95,371.285867272727
"The Phantom of the Opera",70,438,70000000,9833,"Thriller",53,"en",18927463,"2004-12-08",154648887,143,120.926981428571
"Patch Adams",70,832,50000000,10312,"Comedy",35,"en",35537397,"1998-12-25",202292902,115,304.585804
"22 Jump Street",70,3319,50000000,187017,"Crime",80,"en",52380982,"2014-06-05",188441614,112,276.883228
"Crazy, Stupid, Love.",70,2443,50000000,50646,"Comedy",35,"en",37990705,"2011-07-29",142851197,118,185.702394
"Moneyball",70,1381,50000000,60308,"Drama",18,"en",46180421,"2011-09-22",110206216,133,120.412432
"13 Hours: The Secret Soldiers of Benghazi",70,938,50000000,300671,"Action",28,"en",42526529,"2016-01-13",69411370,144,38.82274
"Star Trek: First Contact",70,661,46000000,199,"Science Fiction",878,"en",256713,"1996-11-21",1.5e+08,111,226.086956521739
"The Bucket List",70,1111,45000000,7350,"Drama",18,"en",31305336,"2007-12-25",175372502,97,289.716671111111
"Love Actually",70,1869,40000000,508,"Comedy",35,"en",37073127,"2003-09-07",244931766,135,512.329415
"Finding Forrester",70,302,43000000,711,"Drama",18,"en",19043286,"2000-12-21",80049764,136,86.1622418604651
"Notting Hill",70,1262,42000000,509,"Romance",10749,"en",28969151,"1999-05-13",363889678,124,766.403995238095
"Lord of War",70,1335,42000000,1830,"Crime",80,"en",34828241,"2005-09-16",24127895,122,-42.552630952381
"A Time to Kill",70,509,40000000,1645,"Crime",80,"en",25219805,"1996-07-24",152266007,149,280.6650175
"The Conjuring 2",70,1949,40000000,259693,"Horror",27,"en",68794673,"2016-05-13",320170008,134,700.42502
"The Talented Mr. Ripley",70,767,40000000,1213,"Thriller",53,"en",31385257,"1999-12-25",128798265,139,221.9956625
"The Lincoln Lawyer",70,902,40000000,50348,"Crime",80,"en",26072228,"2011-03-17",85412898,119,113.532245
"Pay It Forward",70,432,40000000,10647,"Drama",18,"en",24313684,"2000-10-12",55707411,122,39.2685275
"The Impossible",70,2025,42000000,80278,"Thriller",53,"en",47559928,"2012-09-09",180274123,113,329.224102380952
"Sunshine",70,1182,50000000,1272,"Science Fiction",878,"en",51502884,"2007-04-05",32017803,107,-35.964394
"The Master",70,701,32000000,68722,"Drama",18,"en",25682509,"2012-09-07",28258060,137,-11.6935625
"The Town",70,1468,37000000,23168,"Crime",80,"en",24218358,"2010-09-15",154026136,125,316.286854054054
"John Q",70,594,36000000,8470,"Drama",18,"en",27465433,"2002-02-15",102244770,116,184.01325
"Batman",70,2096,35000000,268,"Fantasy",14,"en",44104469,"1989-06-23",411348924,126,1075.28264
"The Devil Wears Prada",70,3088,35000000,350,"Comedy",35,"en",83893257,"2006-06-30",326551094,109,833.003125714286
"Cape Fear",70,675,35000000,1598,"Crime",80,"en",27714043,"1991-11-15",182300000,128,420.857142857143
"The English Patient",70,542,27000000,409,"Drama",18,"en",29381878,"1996-11-14",231976425,162,759.171944444444
"Poltergeist",70,794,10700000,609,"Horror",27,"en",36230204,"1982-06-04",122200000,114,1042.05607476636
"Concussion",70,823,35000000,321741,"Drama",18,"en",35120736,"2015-11-12",50363790,123,43.8965428571429
"The Young Victoria",70,322,35000000,18320,"Drama",18,"en",16343317,"2009-03-04",27409889,105,-21.6860314285714
"The Maze Runner",70,5371,34000000,198663,"Action",28,"en",131815575,"2014-09-10",348319861,113,924.470179411765
"The Age of Innocence",70,169,34000000,10436,"Drama",18,"en",9133747,"1993-09-17",32255440,139,-5.13105882352941
"Men of Honor",70,544,32000000,11978,"Drama",18,"en",24147269,"2000-09-13",48814909,129,52.546590625
"Out of Africa",70,279,31000000,606,"Drama",18,"en",13864975,"1985-12-20",128499205,161,314.513564516129
"Frequency",70,462,31000000,10559,"Crime",80,"en",19258041,"2000-04-28",68106245,118,119.697564516129
"The Vow",70,1293,30000000,72570,"Drama",18,"en",26780961,"2012-02-05",196114570,104,553.715233333333
"The Assassination of Jesse James by the Coward Robert Ford",70,776,30000000,4512,"Action",28,"en",3553352,"2007-09-02",14711793,160,-50.96069
"Miracle",70,159,28000000,14292,"Drama",18,"en",7534003,"2004-02-06",64445708,135,130.163242857143
"Winged Migration",70,49,35866397,11516,"Documentary",99,"fr",375074,"2001-12-12",20217080,98,-43.6322527740938
"The NeverEnding Story",70,1002,27000000,34584,"Drama",18,"en",47862016,"1984-04-05",20158808,102,-25.3377481481481
"Open Range",70,262,22000000,2055,"Western",37,"en",19068175,"2003-08-29",68296293,139,210.437695454545
"Mrs. Doubtfire",70,1591,25000000,788,"Comedy",35,"en",30884535,"1993-11-24",441286195,125,1665.14478
"Bridge to Terabithia",70,1113,60000000,1265,"Adventure",12,"en",40646102,"2007-02-16",137587063,96,129.311771666667
"The Hours",70,451,25000000,590,"Drama",18,"en",20953265,"2002-12-27",41597830,114,66.39132
"Lords of Dogtown",70,210,25000000,9787,"Drama",18,"en",8127728,"2005-06-03",13411957,107,-46.352172
"Carnage",70,738,25000000,72113,"Comedy",35,"en",20011435,"2011-09-16",27603069,80,10.412276
"Waterloo",70,31,25000000,33157,"History",36,"en",1894749,"1970-10-26",3052000,128,-87.792
"Dangerous Liaisons",70,257,14000000,859,"Drama",18,"en",14480628,"1988-12-16",34670720,119,147.648
"Selena",70,114,20000000,16052,"Drama",18,"en",692592,"1997-03-21",6e+07,127,200
"Doubt",70,435,20000000,14359,"Drama",18,"en",20975165,"2008-11-27",50907234,104,154.53617
"High Fidelity",70,628,30000000,243,"Comedy",35,"en",23982956,"2000-03-17",47126295,113,57.08765
"Capitalism: A Love Story",70,167,20000000,22074,"Documentary",99,"en",1050098,"2009-09-06",17436509,120,-12.817455
"Little Boy",70,185,20000000,256962,"Comedy",35,"en",12232048,"2015-04-23",6420319,106,-67.898405
"Scream",70,1476,14000000,4232,"Crime",80,"en",4599611,"1996-12-20",173046663,111,1136.04759285714
"Blue Jasmine",70,1098,18000000,160588,"Comedy",35,"en",34694216,"2013-07-25",99206215,98,451.145638888889
"127 Hours",70,2606,18000000,44115,"Adventure",12,"en",52464877,"2010-11-05",35692920,94,98.294
"Salton Sea",70,104,18000000,11468,"Drama",18,"en",10991281,"2002-01-01",676698,103,-96.2405666666667
"Superbad",70,2100,20000000,8363,"Comedy",35,"en",33436092,"2007-08-17",121463226,113,507.31613
"Running Scared",70,331,17000000,7304,"Action",28,"en",19311572,"2006-01-06",9500000,122,-44.1176470588235
"Wall Street",70,546,15000000,10673,"Crime",80,"en",24898687,"1987-12-10",43848069,126,192.32046
"House of Sand and Fog",70,199,16500000,11093,"Drama",18,"en",12102725,"2003-12-19",16942795,126,2.68360606060606
"Wild",70,951,15000000,228970,"Drama",18,"en",42952942,"2014-12-05",52501541,115,250.010273333333
"One Day",70,978,15000000,51828,"Drama",18,"en",16629173,"2011-03-02",59389433,107,295.929553333333
"The Three Burials of Melquiades Estrada",70,177,15000000,8053,"Adventure",12,"en",12163832,"2005-11-17",12036149,121,-19.7590066666667
"Pretty Woman",70,1746,14000000,114,"Romance",10749,"en",45473484,"1990-03-23",4.63e+08,1190,3207.14285714286
"The Land Before Time",70,640,12300000,12144,"Animation",16,"en",28670193,"1988-11-18",84460846,69,586.673544715447
"WarGames",70,504,12000000,860,"Thriller",53,"en",23161754,"1983-06-03",79567667,114,563.063891666667
"Witness",70,375,12000000,9281,"Crime",80,"en",19195399,"1985-02-08",68706993,113,472.558275
"Frailty",70,334,11000000,12149,"Drama",18,"en",16003958,"2001-11-17",13110448,100,19.1858909090909
"Oliver!",70,103,10000000,17917,"Drama",18,"en",8305998,"1968-09-26",37402877,153,274.02877
"Mud",70,1068,10000000,103731,"Drama",18,"en",17663353,"2013-05-01",21587700,130,115.877
"A Better Life",70,54,10000000,55720,"Drama",18,"en",4123533,"2011-06-24",1759252,98,-82.40748
"It's a Mad, Mad, Mad, Mad World",70,140,9400000,11576,"Action",28,"en",14562991,"1963-11-07",6e+07,163,538.297872340426
"Melancholia",70,885,7400000,62215,"Drama",18,"da",36173598,"2011-05-26",21817298,136,194.828351351351
"Loose Cannons",70,118,7000000,40794,"Comedy",35,"it",7720692,"2010-02-12",8220215,110,17.4316428571429
"Limbo",70,17,8000000,62676,"Adventure",12,"en",34259,"1999-06-04",1997807,126,-75.0274125
"Quo Vadis",70,63,8250000,11620,"Drama",18,"en",7973109,"1951-11-08",3e+07,171,263.636363636364
"Brown Sugar",70,31,8000000,37964,"Comedy",35,"en",3501158,"2002-10-05",27362712,109,242.0339
"50/50",70,1261,8000000,40807,"Comedy",35,"en",33372828,"2011-09-30",39187783,100,389.8472875
"Anomalisa",70,459,8000000,291270,"Animation",16,"en",21024346,"2015-12-30",5659286,90,-29.258925
"Another Year",70,97,8000000,44009,"Comedy",35,"en",7235794,"2010-11-05",18124262,129,126.553275
"Driving Miss Daisy",70,350,7500000,403,"Comedy",35,"en",19585801,"1989-12-13",145793296,99,1843.91061333333
"Juno",70,2244,7500000,7326,"Comedy",35,"en",19782725,"2007-12-05",231411584,96,2985.48778666667
"Beyond the Lights",70,139,7000000,241771,"Romance",10749,"en",8079046,"2014-09-10",14618727,116,108.838957142857
"The Last Temptation of Christ",70,201,7000000,11051,"Drama",18,"en",14672151,"1988-08-12",8373585,164,19.6226428571429
"Go",70,196,6500000,9430,"Crime",80,"en",11142389,"1999-04-09",28451622,98,337.717261538462
"The Andromeda Strain",70,190,6500000,10514,"Science Fiction",878,"en",12524953,"1971-03-12",12376563,131,90.4086615384615
"Shame",70,875,6500000,76025,"Drama",18,"en",40688426,"2011-10-02",17693675,100,172.210384615385
"Layer Cake",70,559,6500000,4836,"Drama",18,"en",240034,"2004-09-30",11850214,105,82.3109846153846
"West Side Story",70,389,6000000,1725,"Crime",80,"en",23431117,"1961-10-18",43656822,152,627.6137
"The Spanish Apartment",70,266,5300000,1555,"Drama",18,"fr",13034602,"2002-05-17",3897799,122,-26.4566226415094
"Monster",70,485,8000000,504,"Crime",80,"en",19683187,"2003-11-16",60378584,110,654.7323
"Heavenly Creatures",70,294,5000000,1024,"Drama",18,"en",8753409,"1994-09-02",3049135,99,-39.0173
"Fast Times at Ridgemont High",70,322,4500000,13342,"Comedy",35,"en",20403344,"1982-08-13",27092880,90,502.064
